"Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Price_per_unit","Unit","Suffix","Date"
"479807","ASDA Grower's Selection Cherry Tomatoes (325g)","Tomatoes","ASDA Grower's Selection Cherry Tomatoes ","ASDA",0.75,2.31,"Kg","NA",2019-01-17
"413436","ASDA Grower's Selection Baby Plum Tomatoes (325g)","Tomatoes","ASDA Grower's Selection Baby Plum Tomatoes ","ASDA",1,3.08,"Kg","NA",2019-01-17
"050751","ASDA Extra Special Sweet Aromatico Cherry Tomatoes on the Vine (220g)","Tomatoes","ASDA Extra Special Sweet Aromatico Cherry Tomatoes on the Vine ","ASDA",1.35,6.14,"Kg","NA",2019-01-17
"479790","ASDA Beef Tomato","Tomatoes","ASDA Beef Tomato","ASDA",0.5,0.5,"Each","NA",2019-01-17
"481398","ASDA Vine Ripened Tomatoes","Tomatoes","ASDA Vine Ripened Tomatoes","ASDA",1.1,1.1,"Each","NA",2019-01-17
"027444","ASDA Organic Grower's Selection Vine Tomatoes","Tomatoes","ASDA Organic Grower's Selection Vine Tomatoes","ASDA",1.6,1.6,"Each","NA",2019-01-17
"027420","ASDA Extra Special Vine Ripened Tomatoes (4)","Tomatoes","ASDA Extra Special Vine Ripened Tomatoes ","ASDA",1.35,0.338,"Each","NA",2019-01-17
"340612","ASDA Grower's Selection Cherry on the Vine Tomatoes (225g)","Tomatoes","ASDA Grower's Selection Cherry on the Vine Tomatoes ","ASDA",1,4.44,"Kg","NA",2019-01-17
"417651","ASDA Extra Special Sweet Aromatico Tomatoes (420g)","Tomatoes","ASDA Extra Special Sweet Aromatico Tomatoes ","ASDA",2,4.76,"Kg","NA",2019-01-17
"234150","ASDA Extra Special Baby Plum Tomatoes (220g)","Tomatoes","ASDA Extra Special Baby Plum Tomatoes ","ASDA",1.35,6.14,"Kg","NA",2019-01-17
"430705","ASDA Extra Special Petite Plum Tomatoes on the Vine (180g)","Tomatoes","ASDA Extra Special Petite Plum Tomatoes on the Vine ","ASDA",1.35,7.5,"Kg","NA",2019-01-17
"543054","ASDA Grower's Selection Organic Vine Ripened Cherry Tomatoes (200g)","Tomatoes","ASDA Grower's Selection Organic Vine Ripened Cherry Tomatoes ","ASDA",1.6,8,"Kg","NA",2019-01-17
"381601","Iceland Salad Tomatoes (6)","Tomatoes","Iceland Salad Tomatoes ","Iceland",0.69,0.115,"Each","NA",2019-01-17
"419369","Iceland Vine Tomatoes (500g)","Tomatoes","Iceland Vine Tomatoes ","Iceland",1.29,2.58,"Kg","NA",2019-01-17
"416421","Iceland Baby Plum Tomatoes (340g)","Tomatoes","Iceland Baby Plum Tomatoes ","Iceland",1,2.94,"Kg","NA",2019-01-17
"Iceland Cherry Tomatoes (330g)","Iceland Cherry Tomatoes (330g)","Tomatoes","Iceland Cherry Tomatoes ","Iceland",1,3.03,"Kg","NA",2019-01-17
"515225","Cherry Tomatoes (350g)","Tomatoes","Cherry Tomatoes ","Lidl",0.75,2.14,"Kg","NA",2019-01-17
"Lidl Tomatoes (1Kg)","Lidl Tomatoes (1Kg)","Tomatoes","Lidl Tomatoes ","Lidl",1.49,1.49,"Kg","NA",2019-01-17
"524867","Scarlet Tomatoes (250g)","Tomatoes","Scarlet Tomatoes ","Lidl",1.49,5.96,"Kg","NA",2019-01-17
"467308","Baby Plum Tomatoes (250g)","Tomatoes","Baby Plum Tomatoes ","Lidl",0.68,2.72,"Kg","NA",2019-01-17
"503971","Sunstream Vine Tomatoes (250g)","Tomatoes","Sunstream Vine Tomatoes ","Lidl",1.75,7,"Kg","NA",2019-01-17
"Organic Cherry Tomatoes (250g)","Organic Cherry Tomatoes (250g)","Tomatoes","Organic Cherry Tomatoes ","Lidl",0.89,3.56,"Kg","NA",2019-01-17
"463707","Oaklands Snack Tomatoes (250g)","Tomatoes","Oaklands Snack Tomatoes ","Lidl",1.29,5.16,"Kg","NA",2019-01-17
"467323","Lidl Vine Tomatoes by Weight (100g)","Tomatoes","Lidl Vine Tomatoes by Weight ","Lidl",0.192,1.92,"Kg","NA",2019-01-17
"483188","Oaklands Organic Vine Tomatoes (500g)","Tomatoes","Oaklands Organic Vine Tomatoes ","Lidl",1.6,3.2,"Kg","NA",2019-01-17
"Marvellous Tomatoes (300g)","Marvellous Tomatoes (300g)","Tomatoes","Marvellous Tomatoes ","Lidl",1.89,6.3,"Kg","NA",2019-01-17
"171889","Morrisons Cherry Tomatoes (420g)","Tomatoes","Morrisons Cherry Tomatoes ","Morrisons",1,2.38,"Kg","NA",2019-01-17
"171963","Morrisons Salad Tomatoes (6)","Tomatoes","Morrisons Salad Tomatoes ","Morrisons",0.72,0.12,"Each","NA",2019-01-17
"312123","Morrisons Vine Ripened Tomatoes (5)","Tomatoes","Morrisons Vine Ripened Tomatoes ","Morrisons",1.37,0.274,"Each","NA",2019-01-17
"416534","Morrisons Salad Tomatoes (750g)","Tomatoes","Morrisons Salad Tomatoes ","Morrisons",1.25,1.67,"Kg","NA",2019-01-17
"359503","Morrisons Baby Plum Tomatoes (250g)","Tomatoes","Morrisons Baby Plum Tomatoes ","Morrisons",1,4,"Kg","NA",2019-01-17
"478145","Morrisons The Best Classic Mix Tomatoes (250g)","Tomatoes","Morrisons The Best Classic Mix Tomatoes ","Morrisons",1.5,6,"Kg","NA",2019-01-17
"280570","Morrisons Vine Ripened Tomatoes (7)","Tomatoes","Morrisons Vine Ripened Tomatoes ","Morrisons",1.15,0.164,"Each","NA",2019-01-17
"313925","Morrisons Organic Salad Tomatoes (4)","Tomatoes","Morrisons Organic Salad Tomatoes ","Morrisons",1,0.25,"Each","NA",2019-01-17
"456953","Morrisons Hand Selected Beef Tomatoes (2)","Tomatoes","Morrisons Hand Selected Beef Tomatoes ","Morrisons",1.6,0.8,"Each","NA",2019-01-17
"478146","Morrisons The Best Large Vine Tomatoes (420g)","Tomatoes","Morrisons The Best Large Vine Tomatoes ","Morrisons",1.5,3.57,"Kg","NA",2019-01-17
"214541","Morrisons Vine Ripened Cherry Tomatoes (225g)","Tomatoes","Morrisons Vine Ripened Cherry Tomatoes ","Morrisons",1.25,5.56,"Kg","NA",2019-01-17
"280564","Morrisons The Best Piccolo Tomatoes on the Vine (220g)","Tomatoes","Morrisons The Best Piccolo Tomatoes on the Vine ","Morrisons",1.5,6.82,"Kg","NA",2019-01-17
"530563","Morrisons Organic Baby Tomato Mix (250g)","Tomatoes","Morrisons Organic Baby Tomato Mix ","Morrisons",1.25,5,"Kg","NA",2019-01-17
"312122","Morrisons Organic Cherry Vine Tomatoes (200g)","Tomatoes","Morrisons Organic Cherry Vine Tomatoes ","Morrisons",1.6,8,"Kg","NA",2019-01-17
"Morrisons Organic Vine Cocktail Tomatoes (400g)","Morrisons Organic Vine Cocktail Tomatoes (400g)","Tomatoes","Morrisons Organic Vine Cocktail Tomatoes ","Morrisons",1.8,4.5,"Kg","NA",2019-01-17
"219976","Ocado Tomatoes (6)","Tomatoes","Ocado Tomatoes ","Ocado",0.69,0.115,"Each","NA",2019-01-17
"219981","Ocado Cherry Tomatoes (600g)","Tomatoes","Ocado Cherry Tomatoes ","Ocado",1.73,2.88,"Kg","NA",2019-01-17
"258237","Waitrose Vine Tomatoes (270g)","Tomatoes","Waitrose Vine Tomatoes ","Ocado",1.8,6.67,"Kg","NA",2019-01-17
"042883","Essential Waitrose Cherry Tomatoes (500g)","Tomatoes","Essential Waitrose Cherry Tomatoes ","Ocado",1.45,2.9,"Kg","NA",2019-01-17
"079653","Essential Waitrose Cherry Tomatoes (250g)","Tomatoes","Essential Waitrose Cherry Tomatoes ","Ocado",0.75,3,"Kg","NA",2019-01-17
"046908","Essential Waitrose Plum Tomatoes (500g)","Tomatoes","Essential Waitrose Plum Tomatoes ","Ocado",1.3,2.6,"Kg","NA",2019-01-17
"250161","Waitrose Classic Vine Tomatoes (450g)","Tomatoes","Waitrose Classic Vine Tomatoes ","Ocado",2,4.44,"Kg","NA",2019-01-17
"219989","Ocado Baby Plum Tomatoes (500g)","Tomatoes","Ocado Baby Plum Tomatoes ","Ocado",1.54,3.08,"Kg","NA",2019-01-17
"219977","Ocado Baby Plum Tomatoes (350g)","Tomatoes","Ocado Baby Plum Tomatoes ","Ocado",1.08,3.09,"Kg","NA",2019-01-17
"332861","Waitrose Limited Selection Small Tomatoes (1Kg)","Tomatoes","Waitrose Limited Selection Small Tomatoes ","Ocado",3.5,3.5,"Kg","NA",2019-01-17
"042882","Waitrose Cherry Vine Tomatoes (270g)","Tomatoes","Waitrose Cherry Vine Tomatoes ","Ocado",2.2,8.15,"Kg","NA",2019-01-17
"442663","Ocado Gold Large Vine Tomatoes (400g)","Tomatoes","Ocado Gold Large Vine Tomatoes ","Ocado",1.7,4.25,"Kg","NA",2019-01-17
"119903","Ocado Large Vine Tomatoes (4)","Tomatoes","Ocado Large Vine Tomatoes ","Ocado",1.25,0.313,"Each","NA",2019-01-17
"076248","Waitrose Baby Plum Tomatoes (400g)","Tomatoes","Waitrose Baby Plum Tomatoes ","Ocado",3,7.5,"Kg","NA",2019-01-17
"200578","Waitrose Cherry Vine Tomatoes (400g)","Tomatoes","Waitrose Cherry Vine Tomatoes ","Ocado",3,7.5,"Kg","NA",2019-01-17
"267435","Waitrose Baby Plum Tomatoes (275g)","Tomatoes","Waitrose Baby Plum Tomatoes ","Ocado",2.1,7.64,"Kg","NA",2019-01-17
"027964","Essential Waitrose Slicing Tomatoes (2)","Tomatoes","Essential Waitrose Slicing Tomatoes ","Ocado",1.8,0.9,"Each","NA",2019-01-17
"042874","Waitrose Duchy Organic Cherry Tomatoes (250g)","Tomatoes","Waitrose Duchy Organic Cherry Tomatoes ","Ocado",1.49,5.96,"Kg","NA",2019-01-17
"046903","Waitrose 1 Red Choice Tomatoes (300g)","Tomatoes","Waitrose 1 Red Choice Tomatoes ","Ocado",2.6,6.93,"Kg","NA",2019-01-17
"219991","Ocado Cherry Vine Tomatoes (800g)","Tomatoes","Ocado Cherry Vine Tomatoes ","Ocado",5.86,7.33,"Kg","NA",2019-01-17
"448508","Natoora Sicilian Datterini Tomatoes (200g)","Tomatoes","Natoora Sicilian Datterini Tomatoes ","Ocado",2.49,12.45,"Kg","NA",2019-01-17
"387064","Waitrose 1 San Marzano Tomatoes (400g)","Tomatoes","Waitrose 1 San Marzano Tomatoes ","Ocado",1.9,4.75,"Kg","NA",2019-01-17
"442665","Ocado Gold Mixed Baby Plum Tomatoes (250g)","Tomatoes","Ocado Gold Mixed Baby Plum Tomatoes ","Ocado",1.5,6,"Kg","NA",2019-01-17
"442661","Ocado Gold Baby Plum Tomatoes (250g)","Tomatoes","Ocado Gold Baby Plum Tomatoes ","Ocado",1.5,6,"Kg","NA",2019-01-17
"247918","Waitrose Duchy Organic Large Vine Tomatoes (425g)","Tomatoes","Waitrose Duchy Organic Large Vine Tomatoes ","Ocado",2.7,6.35,"Kg","NA",2019-01-17
"286832","Waitrose 1 Golden Baby Plum Tomatoes (225g)","Tomatoes","Waitrose 1 Golden Baby Plum Tomatoes ","Ocado",2,8.89,"Kg","NA",2019-01-17
"060756","Waitrose Duchy Organic Vine Tomatoes (250g)","Tomatoes","Waitrose Duchy Organic Vine Tomatoes ","Ocado",2.3,9.2,"Kg","NA",2019-01-17
"284337","Waitrose Duchy Organic Baby Plum Tomatoes (225g)","Tomatoes","Waitrose Duchy Organic Baby Plum Tomatoes ","Ocado",2.1,9.33,"Kg","NA",2019-01-17
"248574","Waitrose Duchy Organic Vine Cherry Tomatoes (200g)","Tomatoes","Waitrose Duchy Organic Vine Cherry Tomatoes ","Ocado",2.5,12.5,"Kg","NA",2019-01-17
"046894","Waitrose Duchy Organic English Capri Tomatoes (225g)","Tomatoes","Waitrose Duchy Organic English Capri Tomatoes ","Ocado",2.4,10.67,"Kg","NA",2019-01-17
"431049","Natoora Sicilian Cherry Vine Tomatoes (350g)","Tomatoes","Natoora Sicilian Cherry Vine Tomatoes ","Ocado",3.59,10.26,"Kg","NA",2019-01-17
"386212","Wholegood Organic Vine Tomatoes (450g)","Tomatoes","Wholegood Organic Vine Tomatoes ","Ocado",2.9,6.44,"Kg","NA",2019-01-17
"Natoora Mixed Heritage Tomato (200g)","Natoora Mixed Heritage Tomato (200g)","Tomatoes","Natoora Mixed Heritage Tomato ","Ocado",2.99,14.95,"Kg","NA",2019-01-17
"516732","Waitrose Pome dei Moro Tomatoes (225g)","Tomatoes","Waitrose Pome dei Moro Tomatoes ","Ocado",2,8.89,"Kg","NA",2019-01-17
"309557","Natoora Sicilian Datterini Vine Tomatoes (350g)","Tomatoes","Natoora Sicilian Datterini Vine Tomatoes ","Ocado",3.99,9.97,"Kg","NA",2019-01-17
"239867","Natoora Seasonal Tomato Selection (600g)","Tomatoes","Natoora Seasonal Tomato Selection ","Ocado",5.99,9.15,"Kg","NA",2019-01-17
"298239","Natoora Sicilian Tomato Duo (350g)","Tomatoes","Natoora Sicilian Tomato Duo ","Ocado",3.99,9.97,"Kg","NA",2019-01-17
"446762","Natoora Sicilian Cherry Vine Tomatoes (220g)","Tomatoes","Natoora Sicilian Cherry Vine Tomatoes ","Ocado",2.39,10.86,"Kg","NA",2019-01-17
"Natoora Sicilian Tiger Plum Tomatoes (200g)","Natoora Sicilian Tiger Plum Tomatoes (200g)","Tomatoes","Natoora Sicilian Tiger Plum Tomatoes ","Ocado",2.89,14.45,"Kg","NA",2019-01-17
"435088","Wholegood Organic Mixed Cherry Tomatoes (200g)","Tomatoes","Wholegood Organic Mixed Cherry Tomatoes ","Ocado",3.1,15.5,"Kg","NA",2019-01-17
"449541","Natoora Sicilian Yellow Datterini Vine Tomatoes (200g)","Tomatoes","Natoora Sicilian Yellow Datterini Vine Tomatoes ","Ocado",2.49,9.95,"Kg","NA",2019-01-17
"105845","Sainsbury's Cherry Tomatoes (335g)","Tomatoes","Sainsbury's Cherry Tomatoes ","Sainsburys",0.85,2.54,"Kg","NA",2019-01-17
"042826","Sainsbury's Classic Round Tomatoes (6)","Tomatoes","Sainsbury's Classic Round Tomatoes ","Sainsburys",0.75,0.125,"Each","NA",2019-01-17
"227395","Sainsbury's Cherry Tomatoes (650g)","Tomatoes","Sainsbury's Cherry Tomatoes ","Sainsburys",1.55,2.38,"Kg","NA",2019-01-17
"027808","Sainsbury's Taste the Difference Jubilee Large Vine Tomatoes (440g)","Tomatoes","Sainsbury's Taste the Difference Jubilee Large Vine Tomatoes ","Sainsburys",1.65,3.75,"Kg","NA",2019-01-17
"384578","Sainsbury's Tomatoes (600g)","Tomatoes","Sainsbury's Tomatoes ","Sainsburys",1,1.67,"Kg","NA",2019-01-17
"050834","Sainsbury's Large Beef Tomatoes","Tomatoes","Sainsbury's Large Beef Tomatoes","Sainsburys",0.85,0.85,"Each","NA",2019-01-17
"027788","Sainsbury's Plum Tomatoes (500g)","Tomatoes","Sainsbury's Plum Tomatoes ","Sainsburys",1.2,2.4,"Kg","NA",2019-01-17
"042824","Sainsbury's Tomatoes Loose (Approx 90g)","Tomatoes","Sainsbury's Tomatoes Loose ","Sainsburys",0.18,2,"Kg","NA",2019-01-17
"150068","Sainsbury's Baby Plum Tomatoes (250g)","Tomatoes","Sainsbury's Baby Plum Tomatoes ","Sainsburys",0.95,3.8,"Kg","NA",2019-01-17
"023695","Sainsbury's Organic Large Vine Tomatoes (400g)","Tomatoes","Sainsbury's Organic Large Vine Tomatoes ","Sainsburys",1.85,4.63,"Kg","NA",2019-01-17
"027806","Sainsbury's Taste the Difference Pomodorino Tomatoes (250g)","Tomatoes","Sainsbury's Taste the Difference Pomodorino Tomatoes ","Sainsburys",1.65,6.6,"Kg","NA",2019-01-17
"027810","Sainsbury's Taste the Difference Vittoria Tomatoes (270g)","Tomatoes","Sainsbury's Taste the Difference Vittoria Tomatoes ","Sainsburys",1.85,6.85,"Kg","NA",2019-01-17
"298787","Sainsbury's Organic Cherry Tomatoes on the Vine (180g)","Tomatoes","Sainsbury's Organic Cherry Tomatoes on the Vine ","Sainsburys",1.85,10.28,"Kg","NA",2019-01-17
"325066","Sainsbury's Organic Baby Plum Tomatoes (225g)","Tomatoes","Sainsbury's Organic Baby Plum Tomatoes ","Sainsburys",1.85,8.22,"Kg","NA",2019-01-17
"295584","Sainsbury's Taste the Difference Sundream Tomatoes (225g)","Tomatoes","Sainsbury's Taste the Difference Sundream Tomatoes ","Sainsburys",1.65,7.33,"Kg","NA",2019-01-17
"435074","Sainsbury's Taste the Difference Best of British Cherry Tomatoes (270g)","Tomatoes","Sainsbury's Taste the Difference Best of British Cherry Tomatoes ","Sainsburys",1.7,6.3,"Kg","NA",2019-01-17
"237472","Sainsbury's Taste the Difference Isle of Wight Medium Vine Tomatoes (300g)","Tomatoes","Sainsbury's Taste the Difference Isle of Wight Medium Vine Tomatoes ","Sainsburys",1.65,5.5,"Kg","NA",2019-01-17
"364570","Sainsbury's Taste the Difference Sunglow Cherry Tomatoes (220g)","Tomatoes","Sainsbury's Taste the Difference Sunglow Cherry Tomatoes ","Sainsburys",1.7,7.73,"Kg","NA",2019-01-17
"333969","Tesco Salad Tomatoes (6)","Tomatoes","Tesco Salad Tomatoes ","Tesco",0.69,0.115,"Each","NA",2019-01-17
"026576","Tesco Beef Tomatoes Loose","Tomatoes","Tesco Beef Tomatoes Loose","Tesco",0.85,0.49,"Each","NA",2019-01-17
"026553","Tesco Cherry Tomatoes (330g)","Tomatoes","Tesco Cherry Tomatoes ","Tesco",0.85,2.58,"Kg","NA",2019-01-17
"480890","Tesco Salad Tomatoes (650g)","Tomatoes","Tesco Salad Tomatoes ","Tesco",1,1.54,"Kg","NA",2019-01-17
"177807","Tesco Baby Plum Tomatoes (325g)","Tomatoes","Tesco Baby Plum Tomatoes ","Tesco",1,3.08,"Kg","NA",2019-01-17
"480586","Tesco Large on the Vine Tomatoes (450g)","Tomatoes","Tesco Large on the Vine Tomatoes ","Tesco",1.25,2.22,"Kg","NA",2019-01-17
"428201","Tesco Nightingale Farms Cherry Tomatoes (250g)","Tomatoes","Tesco Nightingale Farms Cherry Tomatoes ","Tesco",0.54,2.16,"Kg","NA",2019-01-17
"428199","Tesco Nightingale Farms Baby Plum Tomatoes (250g)","Tomatoes","Tesco Nightingale Farms Baby Plum Tomatoes ","Tesco",0.68,2.72,"Kg","NA",2019-01-17
"483157","Tesco Nightingale Farm Vine Tomatoes","Tomatoes","Tesco Nightingale Farm Vine Tomatoes","Tesco",0.81,0.81,"Each","NA",2019-01-17
"344106","Tesco Sweet Vine Ripened Tomatoes (230g)","Tomatoes","Tesco Sweet Vine Ripened Tomatoes ","Tesco",1,4.35,"Kg","NA",2019-01-17
"482269","Tesco Finest Piccolo Cherry Tomatoes (400g)","Tomatoes","Tesco Finest Piccolo Cherry Tomatoes ","Tesco",2,5,"Kg","NA",2019-01-17
"050691","Tesco Finest Piccolo Cherry Tomatoes (220g)","Tomatoes","Tesco Finest Piccolo Cherry Tomatoes ","Tesco",1.5,6.82,"Kg","NA",2019-01-17
"359501","Tesco Organic Tomatoes on the Vine Large (400g)","Tomatoes","Tesco Organic Tomatoes on the Vine Large ","Tesco",1.7,4.25,"Kg","NA",2019-01-17
"151388","Tesco Finest Sugardrop Tomatoes on the Vine (220g)","Tomatoes","Tesco Finest Sugardrop Tomatoes on the Vine ","Tesco",1.5,6.82,"Kg","NA",2019-01-17
"449542","Tesco Organic Cherry On the Vine Tomatoes (200g)","Tomatoes","Tesco Organic Cherry On the Vine Tomatoes ","Tesco",1.7,8.5,"Kg","NA",2019-01-17
"382818","Tesco Finest Sweet Mixed Baby Tomatoes (250g)","Tomatoes","Tesco Finest Sweet Mixed Baby Tomatoes ","Tesco",1.5,6,"Kg","NA",2019-01-17
"284779","Tesco Finest British Baby Plum Tomatoes (250g)","Tomatoes","Tesco Finest British Baby Plum Tomatoes ","Tesco",1.5,6,"Kg","NA",2019-01-17
"539739","Tesco Mini San Marzano Tomatoes (220g)","Tomatoes","Tesco Mini San Marzano Tomatoes ","Tesco",1.25,5.68,"Kg","NA",2019-01-17
"Tesco Finest Piccolo Cherry Tomatoes (140g)","Tesco Finest Piccolo Cherry Tomatoes (140g)","Tomatoes","Tesco Finest Piccolo Cherry Tomatoes ","Tesco",1,7.14,"Kg","NA",2019-01-17
"542703","Tesco Organic Baby Plum Tomatoes (200g)","Tomatoes","Tesco Organic Baby Plum Tomatoes ","Tesco",1.7,8.5,"Kg","NA",2019-01-17
